StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,0,sex,age,education,faith_in_god,religious_activity_freq,2,Q4.1,Q4.2,Q6.1,Q6.2,Q5.1,Q5.2,Q7.1,Q7.2,Q8.1,Q8.2,Q10.1,Q10.2,Q9.1,Q9.2,Q3.1,Q3.2
2/2/2024 5:33,2/2/2024 5:38,IP Address,223.160.202.99,100,280,TRUE,2/2/2024 5:38,R_4cSuNBrlNkUjuAW,,,,,25.0088,102.6513,qr,ZH-T,2,男,26-30岁,大学本科,非常相信,每周一次,是,不变,不变,不变,不变,不变,不变,也许会增加,很有可能会增加,不变,不变,不变,不变,不变,不变,不变,不变
2/2/2024 6:37,2/2/2024 6:43,IP Address,106.61.89.142,100,361,TRUE,2/2/2024 6:43,R_4oABRHB8WqNT0kh,,,,,25.0088,102.6513,qr,ZH-T,3,男,21-25岁,大学本科,非常相信,每周一次,是,也许会增加,也许更多,很有可能会增加,很有可能会增加,不变,不变,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,不变,不变,不变,不变
2/4/2024 5:22,2/4/2024 5:41,IP Address,223.104.242.106,100,1129,TRUE,2/4/2024 5:41,R_44xcEZWjXHbwYmh,,,,,25.4845,103.7871,qr,ZH-T,6,不愿透露,21-25岁,大学本科,不太相信,一年2-3次,是,也许会增加,不变,不变,也许会增加,不变,很有可能会增加,不变,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,不变,也许会增加,不变,也许会增加
2/4/2024 6:47,2/4/2024 6:50,IP Address,106.61.157.180,100,170,TRUE,2/4/2024 6:50,R_7QAeUvxhQKAIukT,,,,,25.0088,102.6513,qr,ZH-T,9,男,21-25岁,高中,非常相信,每周一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,一定会降低,很有可能会降低,不变,不变,不变,不变
2/4/2024 6:48,2/4/2024 6:50,IP Address,223.104.242.113,100,153,TRUE,2/4/2024 6:50,R_4zVn38a2j3xJveu,,,,,25.4845,103.7871,qr,ZH-T,10,男,21-25岁,大学本科,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,一定会增加,一定会增加,不变,不变,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,不变,一定会增加,不变,一定会增加
2/4/2024 6:45,2/4/2024 6:51,IP Address,106.61.45.168,100,398,TRUE,2/4/2024 6:51,R_6yKVnbGAm4OS4cp,,,,,25.0088,102.6513,qr,ZH-T,8,男,21-25岁,大学本科,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,也许会增加,不变,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,不变,不变,不变,不变,不变,不变
1/31/2024 6:03,1/31/2024 7:04,IP Address,128.103.24.19,5,3656,FALSE,2/7/2024 7:04,R_5ND5v9z9Ql7y51x,,,,,,,anonymous,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
1/31/2024 8:20,1/31/2024 8:24,IP Address,183.225.167.2,60,198,FALSE,2/7/2024 8:24,R_4tL7egY6I3tjZvP,,,,,,,qr,ZH-T,test,,,,,,,,,,,,,,,,,,,,,,
2/9/2024 3:21,2/9/2024 3:26,IP Address,39.130.95.252,100,318,TRUE,2/9/2024 3:26,R_4LcArTTkPrkjdBT,,,,,25.0088,102.6513,qr,ZH-T,11,女,26-30岁,大学本科,比较相信,几个月1次,是,很有可能会增加,也许更多,不变,不变,不变,不变,,,很有可能会增加,一定会增加,,,不变,不变,,
2/9/2024 2:34,2/9/2024 23:16,IP Address,117.136.72.67,100,74533,TRUE,2/9/2024 23:16,R_5lrD9LJXlcNX1jp,,,,,25.0088,102.6513,qr,ZH-T,7733,女,15-20岁,大学本科,不太相信,一年2-3次,是,不变,也许更多,不变,不变,不变,不变,不变,不变,不变,也许会增加,不变,也许会增加,不变,不变,不变,不变
2/10/2024 0:50,2/10/2024 0:53,IP Address,106.61.234.188,100,203,TRUE,2/10/2024 0:53,R_1CsykkBcqBzbU5U,,,,,25.0088,102.6513,qr,ZH-T,1984,女,15-20岁,大学本科,不太相信,一年2-3次,是,很有可能会降低,很有可能更少,很有可能会降低,也许会增加,也许会降低,也许会增加,也许会增加,很有可能会增加,很有可能会增加,一定会增加,不变,不变,不变,很有可能会增加,很有可能会降低,不变
3/10/2024 20:40,3/10/2024 20:43,IP Address,60.161.59.113,100,160,TRUE,3/10/2024 20:43,R_39tIHcmIIHJvUBP,,,,,34.7732,113.722,qr,ZH-T,1,男,36-40岁,职业中专,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,也许会降低,不变,不变,不变,不变,不变
3/10/2024 20:41,3/10/2024 20:47,IP Address,60.161.59.113,100,326,TRUE,3/10/2024 20:47,R_2Or8p2h3wAjozoB,,,,,34.7732,113.722,qr,ZH-T,52989,男,56-60岁,职业中专,半信半疑,几乎从未有过,是,不变,不变,不变,不变,也许会降低,不变,不变,不变,也许会增加,不变,也许会降低,也许会降低,也许会降低,不变,也许会降低,也许会降低
3/10/2024 20:37,3/10/2024 20:47,IP Address,60.161.59.113,100,606,TRUE,3/10/2024 20:47,R_1LvyOekg4orWbYz,,,,,34.7732,113.722,qr,ZH-T,814,男,41-45岁,职业中专,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,不变,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,不变,一定会增加,不变,一定会增加
3/10/2024 20:40,3/10/2024 20:47,IP Address,106.61.250.59,100,403,TRUE,3/10/2024 20:47,R_2JDRu4HsdVwEWRG,,,,,25.0088,102.6513,qr,ZH-T,3,男,26-30岁,大学本科,非常相信,每天都有，甚至不止一次,是,一定会增加,不变,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,不变
3/10/2024 21:03,3/10/2024 21:10,IP Address,60.161.59.113,100,441,TRUE,3/10/2024 21:10,R_7wQDubQh1k4XBzX,,,,,34.7732,113.722,qr,ZH-T,510,女,31-35岁,职业中专,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,也许会增加,一定会增加,也许会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加
3/10/2024 21:06,3/10/2024 21:11,IP Address,60.161.59.113,100,289,TRUE,3/10/2024 21:11,R_59snhooae4g8vBP,,,,,34.7732,113.722,qr,ZH-T,,女,31-35岁,大学本科,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,不变,一定会增加,不变,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,不变,一定会增加,不变,一定会增加,不变,一定会增加
3/10/2024 21:11,3/10/2024 21:14,IP Address,220.197.239.188,100,148,TRUE,3/10/2024 21:14,R_4S8PpmVQ3oYXubn,,,,,25.0088,102.6513,qr,ZH-T,,男,21-25岁,职业中专,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,很有可能会增加,很有可能会增加,不变,不变,也许会增加,也许会增加,不变,不变,不变,不变
3/10/2024 23:18,3/10/2024 23:22,IP Address,60.161.59.113,100,249,TRUE,3/10/2024 23:22,R_3dfQspNmFuo2GLw,,,,,34.7732,113.722,qr,ZH-T,108,男,31-35岁,高中,非常相信,每天都有，甚至不止一次,是,也许会增加,也许更多,不变,不变,不变,不变,也许会增加,也许会增加,也许会增加,不变,不变,不变,不变,不变,不变,不变
3/10/2024 23:21,3/10/2024 23:25,IP Address,60.161.59.113,100,227,TRUE,3/10/2024 23:25,R_7vdFF55X0tqcDkj,,,,,34.7732,113.722,qr,ZH-T,9202,女,36-40岁,大学本科,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/11/2024 2:27,3/11/2024 2:35,IP Address,60.161.59.113,100,505,TRUE,3/11/2024 2:35,R_3JJr8rx8VNcMgg1,,,,,34.7732,113.722,qr,ZH-T,12,女,51-55岁,职业中专,比较相信,几个月1次,是,不变,不变,不变,不变,不变,不变,不变,不变,很有可能会增加,很有可能会增加,不变,不变,不变,不变,不变,不变
3/11/2024 3:09,3/11/2024 3:14,IP Address,60.161.59.113,100,287,TRUE,3/11/2024 3:14,R_2QoXdSJ72RFUDVt,,,,,34.7732,113.722,qr,ZH-T,1223,女,26-30岁,大学本科,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,一定会增加,一定会增加,不变,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,不变,一定会增加
3/11/2024 3:10,3/11/2024 3:15,IP Address,39.144.146.97,100,288,TRUE,3/11/2024 3:15,R_40khCUIUGqxMcVY,,,,,25.0088,102.6513,qr,ZH-T,311,女,31-35岁,职业中专,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/11/2024 3:09,3/11/2024 3:26,IP Address,60.161.59.113,100,1016,TRUE,3/11/2024 3:26,R_2y2Qo87zWj25R8O,,,,,34.7732,113.722,qr,ZH-T,515,女,36-40岁,高中,非常相信,每天都有，甚至不止一次,是,不变,一定更多,不变,一定会增加,不变,一定会增加,不变,一定会增加,不变,一定会增加,一定会增加,一定会增加,不变,一定会增加,不变,一定会增加
3/11/2024 3:52,3/11/2024 3:58,IP Address,60.161.59.113,100,339,TRUE,3/11/2024 3:58,R_7uV5Gde0ho0jjTT,,,,,34.7732,113.722,qr,ZH-T,9527,男,26-30岁,大学本科,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更少,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加
3/11/2024 20:50,3/11/2024 20:55,IP Address,60.161.59.113,100,333,TRUE,3/11/2024 20:55,R_3jyHblwVbDfs0JH,,,,,34.7732,113.722,qr,ZH-T,1750,女,31-35岁,高中,非常相信,每天都有，甚至不止一次,是,也许会降低,也许更少,很有可能会增加,很有可能会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,不变,很有可能会增加,不变,一定会增加,不变,不变
3/11/2024 20:54,3/11/2024 20:58,IP Address,60.161.59.113,100,237,TRUE,3/11/2024 20:58,R_5dZmNyxAjqFjyoF,,,,,34.7732,113.722,qr,ZH-T,6158,男,36-40岁,职业中专,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,不变,不变,也许会增加,一定会增加,不变,不变,不变,不变,不变,不变
3/11/2024 20:55,3/11/2024 21:02,IP Address,60.161.59.113,100,370,TRUE,3/11/2024 21:02,R_3P9RL9LoJrz8K41,,,,,34.7732,113.722,qr,ZH-T,6060,男,41-45岁,职业中专,非常相信,每周一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/12/2024 4:11,3/12/2024 4:17,IP Address,39.144.146.120,100,350,TRUE,3/12/2024 4:17,R_4H6kbM765tut9UR,,,,,25.0088,102.6513,qr,ZH-T,6575,男,36-40岁,大学本科,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/12/2024 4:18,3/12/2024 4:20,IP Address,60.161.59.113,100,126,TRUE,3/12/2024 4:20,R_71XgAkacYs0dwvh,,,,,34.7732,113.722,qr,ZH-T,3393,男,26-30岁,高中,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加
3/14/2024 8:08,3/14/2024 8:11,IP Address,35.76.244.111,100,183,TRUE,3/14/2024 8:11,R_3IH0zG7wdoMEX8C,,,,,35.6893,139.6899,qr,ZH-T,16,女,21-25岁,研究生,不太相信,每周一次,是,不变,不变,也许会降低,不变,也许会降低,很有可能会增加,也许会增加,也许会增加,也许会增加,很有可能会增加,不变,不变,不变,不变,不变,不变
3/14/2024 21:13,3/14/2024 21:24,IP Address,119.62.124.157,100,683,TRUE,3/14/2024 21:24,R_4vYbgXM9gzZYdIT,,,,,25.4845,103.7871,qr,ZH-T,8965,男,26-30岁,初中,非常相信,每天都有，甚至不止一次,是,,,,,,,,,,,,,,,,
3/14/2024 21:15,3/14/2024 21:27,IP Address,39.144.146.101,100,701,TRUE,3/14/2024 21:27,R_47NRmyCHJjyw1RD,,,,,25.0088,102.6513,qr,ZH-T,1977,女,51-55岁,初中,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,一定会增加,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/14/2024 21:29,3/14/2024 21:32,IP Address,106.61.229.203,100,161,TRUE,3/14/2024 21:32,R_2k6AdaSlCMgbrAB,,,,,25.0088,102.6513,qr,ZH-T,2224,男,31-35岁,大学本科,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加
3/14/2024 21:38,3/14/2024 21:40,IP Address,106.61.229.203,100,106,TRUE,3/14/2024 21:40,R_75swUK7CtQs8X4w,,,,,25.0088,102.6513,qr,ZH-T,1234,不愿透露,71岁及以上,未上过学,,,,,,,,,,,,,,,,,,,
3/14/2024 21:35,3/14/2024 21:42,IP Address,60.161.59.151,100,414,TRUE,3/14/2024 21:42,R_1gU9OPRrwgB1zWt,,,,,34.7732,113.722,qr,ZH-T,898,男,56-60岁,初中,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更少,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,很有可能会增加
3/14/2024 21:45,3/14/2024 21:49,IP Address,39.144.146.94,100,256,TRUE,3/14/2024 21:49,R_4qCOpNFKELfJJBz,,,,,25.0088,102.6513,qr,ZH-T,5497,男,31-35岁,高中,非常相信,每天都有，甚至不止一次,是,也许会增加,也许更多,不变,不变,不变,不变,很有可能会增加,很有可能会增加,不变,不变,也许会增加,也许会增加,不变,不变,不变,不变
3/14/2024 21:35,3/14/2024 21:50,IP Address,117.136.73.8,100,903,TRUE,3/14/2024 21:50,R_4E1148Vjp765wJo,,,,,25.0088,102.6513,qr,ZH-T,6930,女,36-40岁,初中,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/14/2024 21:34,3/14/2024 21:51,IP Address,60.161.0.227,100,1015,TRUE,3/14/2024 21:51,R_6mCbg2WOXK183sA,,,,,34.7732,113.722,qr,ZH-T,4974,女,21-25岁,职业中专,非常相信,每周一次,是,,,不变,不变,,也许会增加,不变,不变,一定会增加,很有可能会降低,,不变,不变,很有可能会增加,不变,也许会增加
3/14/2024 21:29,3/14/2024 21:53,IP Address,223.104.239.71,100,1437,TRUE,3/14/2024 21:53,R_4LDc1vO4cA9YnoB,,,,,25.0088,102.6513,qr,ZH-T,5554,男,26-30岁,高中,,,,,,,,,,,,,,不变,,,,,
3/14/2024 21:49,3/14/2024 21:53,IP Address,223.104.242.93,100,233,TRUE,3/14/2024 21:53,R_4OYX28urL4qUPRH,,,,,25.4845,103.7871,qr,ZH-T,547,男,31-35岁,高中,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加
3/14/2024 21:50,3/14/2024 21:54,IP Address,106.61.94.133,100,252,TRUE,3/14/2024 21:54,R_7dirkUCmsBXU0db,,,,,25.0088,102.6513,qr,ZH-T,6435,男,36-40岁,初中,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加
3/14/2024 21:26,3/14/2024 21:57,IP Address,39.144.146.117,100,1846,TRUE,3/14/2024 21:57,R_44X6UzblOPZosGR,,,,,25.0088,102.6513,qr,ZH-T,7877,男,26-30岁,高中,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/14/2024 23:17,3/14/2024 23:25,IP Address,119.62.44.250,100,493,TRUE,3/14/2024 23:25,R_49uNNN0uJoRsC9b,,,,,25.0088,102.6513,qr,ZH-T,,男,41-45岁,初中,非常相信,每天都有，甚至不止一次,是,一定会增加,很有可能更多,不变,不变,一定会增加,很有可能会增加,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/14/2024 23:17,3/14/2024 23:28,IP Address,39.144.146.126,100,628,TRUE,3/14/2024 23:28,R_4xRzUENRiQeuPLp,,,,,25.0088,102.6513,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 23:23,3/14/2024 23:30,IP Address,183.225.99.231,100,417,TRUE,3/14/2024 23:30,R_4yOXCUU3cMt8wAV,,,,,34.7732,113.722,qr,ZH-T,1,男,26-30岁,初中,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,,,不变,不变,,,,,不变,不变
3/14/2024 23:33,3/14/2024 23:35,IP Address,220.197.236.179,100,159,TRUE,3/14/2024 23:35,R_4RkAuyV00dyjqWB,,,,,25.0088,102.6513,qr,ZH-T,1911,男,31-35岁,高中,非常相信,每周一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/14/2024 23:23,3/14/2024 23:36,IP Address,183.225.99.217,100,795,TRUE,3/14/2024 23:36,R_41ktQPJ0r95dKhz,,,,,34.7732,113.722,qr,ZH-T,,男,46-50岁,初中,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,一定会增加,不变,一定会增加,不变,不变,一定会增加,一定会增加,不变,不变,不变,一定会增加,不变,一定会增加
3/14/2024 23:26,3/14/2024 23:37,IP Address,39.144.146.119,100,679,TRUE,3/14/2024 23:37,R_4EJZM1pZrUGeFHN,,,,,25.0088,102.6513,qr,ZH-T,,男,31-35岁,初中,,,,,,,,,,,,,,,,,,,
3/14/2024 23:33,3/14/2024 23:38,IP Address,223.104.242.73,100,295,TRUE,3/14/2024 23:38,R_465vEruLHZOJ1wn,,,,,25.4845,103.7871,qr,ZH-T,1622,男,26-30岁,高中,非常相信,每周一次,是,不变,不变,不变,很有可能会增加,不变,很有可能会增加,不变,不变,不变,很有可能会增加,也许会增加,也许会增加,不变,也许会增加,不变,很有可能会增加
3/14/2024 23:35,3/14/2024 23:39,IP Address,223.104.239.14,100,276,TRUE,3/14/2024 23:39,R_4A1idEW6mYpZtry,,,,,25.0088,102.6513,qr,ZH-T,1855,男,31-35岁,初中,非常相信,一年2-3次,是,不变,很有可能更多,不变,也许会增加,不变,也许会增加,不变,也许会增加,不变,不变,不变,也许会增加,不变,也许会增加,不变,不变
3/14/2024 23:37,3/14/2024 23:41,IP Address,183.225.99.217,100,264,TRUE,3/14/2024 23:41,R_4YDHATTtYqr55jb,,,,,34.7732,113.722,qr,ZH-T,2478,男,46-50岁,初中,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,不变,一定会增加,不变,不变,不变,不变,不变,不变,不变,一定会增加
3/14/2024 23:34,3/14/2024 23:42,IP Address,183.225.99.87,100,511,TRUE,3/14/2024 23:42,R_4sBJzjWMG9rGrm1,,,,,34.7732,113.722,qr,ZH-T,662527,男,36-40岁,初中,比较相信,每周一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/14/2024 23:37,3/14/2024 23:44,IP Address,183.225.109.196,100,429,TRUE,3/14/2024 23:44,R_4EyIk4oAp87RAt0,,,,,34.7732,113.722,qr,ZH-T,,女,31-35岁,初中,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,一定会增加,一定会增加,不变,一定会增加,很有可能会增加,一定会增加,一定会增加,一定会增加,不变,一定会增加,不变,一定会增加,不变,一定会增加
3/14/2024 23:44,3/14/2024 23:51,IP Address,39.144.146.69,100,384,TRUE,3/14/2024 23:51,R_4esp3KWgEPXOHko,,,,,25.0088,102.6513,qr,ZH-T,,男,41-45岁,初中,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,不变,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,不变,也许会增加
3/14/2024 23:52,3/14/2024 23:56,IP Address,223.104.242.69,100,239,TRUE,3/14/2024 23:56,R_4zmh1aGiSLROrQt,,,,,25.4845,103.7871,qr,ZH-T,,男,36-40岁,职业中专,比较相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/14/2024 23:54,3/15/2024 0:00,IP Address,39.144.146.93,100,410,TRUE,3/15/2024 0:00,R_447y7XPDovjDHPO,,,,,25.0088,102.6513,qr,ZH-T,,男,26-30岁,初中,半信半疑,每周一次,是,也许会降低,也许更多,也许会降低,也许会增加,也许会降低,也许会增加,也许会降低,也许会增加,也许会降低,也许会增加,也许会降低,也许会增加,也许会降低,也许会增加,也许会降低,也许会增加
