StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,0,sex,age,education,faith_in_god,religious_activity_freq,2,Q4.1,Q4.2,Q6.1,Q6.2,Q5.1,Q5.2,Q7.1,Q7.2,Q8.1,Q8.2,Q10.1,Q10.2,Q9.1,Q9.2,Q3.1,Q3.2
3/14/2024 23:54,3/15/2024 0:05,IP Address,39.144.146.123,100,656,TRUE,3/15/2024 0:05,R_4gCKXrmYaXFSZMz,,,,,25.0088,102.6513,qr,ZH-T,LYL7607,男,36-40岁,初中,比较相信,每天都有，甚至不止一次,是,也许会增加,一定更少,不变,也许会增加,不变,不变,很有可能会增加,很有可能会增加,很有可能会增加,一定会增加,很有可能会增加,一定会增加,也许会降低,也许会增加,也许会增加,很有可能会增加
3/15/2024 0:06,3/15/2024 0:08,IP Address,223.104.239.127,100,165,TRUE,3/15/2024 0:08,R_4Yoj9ECruhwbjvf,,,,,25.0088,102.6513,qr,ZH-T,,,,,非常相信,每周一次,是,不变,不变,不变,不变,也许会降低,不变,一定会增加,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/15/2024 0:09,3/15/2024 0:15,IP Address,39.144.146.80,100,338,TRUE,3/15/2024 0:15,R_4o5MrSDu8FoXpqZ,,,,,25.0088,102.6513,qr,ZH-T,,男,36-40岁,小学,非常相信,每周一次,是,不变,不变,不变,也许会增加,不变,不变,不变,也许会增加,不变,不变,不变,不变,不变,不变,不变,不变
3/15/2024 0:10,3/15/2024 0:16,IP Address,183.225.99.42,100,321,TRUE,3/15/2024 0:16,R_4eWCVPueTSNzX6F,,,,,34.7732,113.722,qr,ZH-T,,男,36-40岁,初中,非常相信,每天都有，甚至不止一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/15/2024 0:14,3/15/2024 0:19,IP Address,61.166.62.97,100,307,TRUE,3/15/2024 0:19,R_3F1WeLygFzfXoyr,,,,,25.0434,101.5424,qr,ZH-T,,男,31-35岁,初中,非常相信,每天都有，甚至不止一次,是,不变,一定更多,不变,不变,不变,一定会增加,不变,一定会增加,不变,不变,不变,不变,不变,不变,不变,不变
3/15/2024 0:13,3/15/2024 0:21,IP Address,183.225.167.97,100,500,TRUE,3/15/2024 0:21,R_4JY1yCTgO1HcAak,,,,,34.7732,113.722,qr,ZH-T,,男,41-45岁,初中,非常相信,每周一次,是,也许会增加,不变,不变,也许会增加,不变,也许会增加,不变,一定会增加,一定会增加,也许会增加,不变,一定会增加,不变,一定会增加,不变,不变
3/15/2024 0:45,3/15/2024 0:50,IP Address,183.225.99.188,100,302,TRUE,3/15/2024 0:50,R_4mlw37sUgjtJI27,,,,,34.7732,113.722,qr,ZH-T,,男,41-45岁,高中,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加
3/15/2024 1:27,3/15/2024 1:30,IP Address,106.61.138.232,100,162,TRUE,3/15/2024 1:30,R_5NKakkSDokqZcdc,,,,,25.0088,102.6513,qr,ZH-T,,男,31-35岁,职业中专,,,,,,,,,,,,,,,,,,,
3/15/2024 0:29,3/15/2024 1:31,IP Address,183.225.109.154,100,3668,TRUE,3/15/2024 1:31,R_4RRnMCM76tUtLoi,,,,,34.7732,113.722,qr,ZH-T,,,,,,,,也许会增加,也许更多,不变,也许会增加,不变,也许会增加,很有可能会增加,很有可能会增加,也许会增加,很有可能会增加,不变,也许会增加,也许会降低,也许会降低,不变,也许会增加
3/15/2024 1:28,3/15/2024 1:31,IP Address,39.144.146.88,100,163,TRUE,3/15/2024 1:31,R_45WWqep23ISO4fL,,,,,25.0088,102.6513,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 1:30,3/15/2024 1:31,IP Address,39.144.146.87,100,98,TRUE,3/15/2024 1:31,R_4TFAXKz423s5yZc,,,,,25.0088,102.6513,qr,ZH-T,,男,21-25岁,职业中专,比较相信,每周一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/15/2024 1:36,3/15/2024 1:38,IP Address,39.144.146.85,100,131,TRUE,3/15/2024 1:38,R_4Leaq68LHPDL4g8,,,,,25.0088,102.6513,qr,ZH-T,,男,26-30岁,高中,,,,,,,,,,,,,,,,,,,
3/15/2024 1:36,3/15/2024 1:40,IP Address,39.144.146.95,100,184,TRUE,3/15/2024 1:40,R_4FKCONFkb7H89Fb,,,,,25.0088,102.6513,qr,ZH-T,421,男,26-30岁,高中,非常相信,每周一次,是,也许会增加,也许更多,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加,也许会增加
3/15/2024 1:38,3/15/2024 1:40,IP Address,39.144.146.116,100,166,TRUE,3/15/2024 1:40,R_4HLChoftdsfHHM7,,,,,25.0088,102.6513,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 1:48,3/15/2024 2:00,IP Address,183.225.167.116,100,725,TRUE,3/15/2024 2:00,R_4sje4QeMw8EELLU,,,,,34.7732,113.722,qr,ZH-T,,男,36-40岁,初中,非常相信,每天都有，甚至不止一次,是,很有可能会增加,很有可能更少,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,不变,不变,不变,很有可能会增加
3/15/2024 1:31,3/15/2024 2:02,IP Address,183.225.109.154,100,1854,TRUE,3/15/2024 2:02,R_4jdsfX3O8ibnPDA,,,,,34.7732,113.722,qr,ZH-T,1518,男,41-45岁,高中,比较相信,每周一次,是,也许会增加,也许更多,不变,也许会增加,不变,也许会增加,也许会增加,也许会增加,很有可能会增加,很有可能会增加,也许会增加,也许会增加,不变,也许会增加,不变,也许会增加
3/15/2024 2:03,3/15/2024 2:07,IP Address,60.161.21.175,100,247,TRUE,3/15/2024 2:07,R_5MoFk9vta6lcmZv,,,,,34.7732,113.722,qr,ZH-T,,男,36-40岁,初中,非常相信,每周一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/15/2024 2:03,3/15/2024 2:11,IP Address,183.225.99.74,100,478,TRUE,3/15/2024 2:11,R_4Yti5NuNglQJ7zD,,,,,34.7732,113.722,qr,ZH-T,,男,41-45岁,初中,比较相信,每周一次,是,很有可能会增加,一定更多,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,很有可能会增加,很有可能会增加
3/15/2024 2:06,3/15/2024 2:17,IP Address,39.144.146.99,100,622,TRUE,3/15/2024 2:17,R_43OSZBpcqx0o8Mx,,,,,25.0088,102.6513,qr,ZH-T,,男,31-35岁,初中,非常相信,每周一次,是,也许会增加,也许更多,不变,不变,不变,也许会增加,一定会增加,一定会增加,很有可能会增加,也许会增加,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,不变,不变
3/15/2024 1:17,3/15/2024 2:42,IP Address,183.225.99.197,100,5070,TRUE,3/15/2024 2:42,R_46PixPSc9jERMgF,,,,,34.7732,113.722,qr,ZH-T,2165,男,51-55岁,初中,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,不变,一定会增加,也许会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,不变,一定会增加,不变,一定会增加
3/15/2024 2:56,3/15/2024 3:44,IP Address,39.144.146.67,100,2876,TRUE,3/15/2024 3:44,R_4ojqPIM6rrYWbBZ,,,,,25.0088,102.6513,qr,ZH-T,,男,31-35岁,大学本科,非常相信,每周一次,是,一定会增加,一定更多,不变,一定会增加,不变,一定会增加,一定会增加,不变,一定会增加,一定会增加,不变,一定会增加,不变,不变,不变,一定会增加
3/15/2024 5:08,3/15/2024 5:12,IP Address,223.104.242.100,100,262,TRUE,3/15/2024 5:12,R_4tYBhJjEFThcoBr,,,,,25.4845,103.7871,qr,ZH-T,,男,21-25岁,职业中专,非常相信,几个月1次,是,一定会增加,一定更多,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加
3/15/2024 7:50,3/15/2024 8:02,IP Address,183.225.99.201,100,714,TRUE,3/15/2024 8:02,R_4dLmjUNKzajVIRo,,,,,34.7732,113.722,qr,ZH-T,110,男,51-55岁,初中,非常相信,每天都有，甚至不止一次,是,不变,一定更多,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/14/2024 23:26,3/15/2024 10:25,IP Address,183.225.99.151,100,39549,TRUE,3/15/2024 10:25,R_4N8dFCENWnuPlbr,,,,,34.7732,113.722,qr,ZH-T,,男,51-55岁,小学,,,,,,,,,,,,,,,,,,,
3/15/2024 10:27,3/15/2024 10:39,IP Address,183.225.99.151,100,711,TRUE,3/15/2024 10:39,R_4LGWQbDAOIVb8hb,,,,,34.7732,113.722,qr,ZH-T,,男,51-55岁,初中,比较相信,每月一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/15/2024 10:40,3/15/2024 10:48,IP Address,183.225.99.109,100,493,TRUE,3/15/2024 10:48,R_4kNPVCVgc40E8ct,,,,,34.7732,113.722,qr,ZH-T,30,男,36-40岁,初中,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,不变,一定会增加,不变,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,不变,一定会增加,不变,一定会增加
3/15/2024 3:50,3/15/2024 17:51,IP Address,106.59.98.253,100,50477,TRUE,3/15/2024 17:51,R_4ZQ8vTJBq3i9HEl,,,,,25.0088,102.6513,qr,ZH-T,,男,51-55岁,初中,,,,,,,,,,,,,,,,,,,
3/16/2024 8:04,3/16/2024 8:13,IP Address,60.161.59.151,100,515,TRUE,3/16/2024 8:13,R_3EWM7CPfDzf5OXe,,,,,34.7732,113.722,qr,ZH-T,807,女,51-55岁,初中,非常相信,每天都有，甚至不止一次,是,不变,不变,一定会增加,不变,不变,不变,不变,不变,不变,不变,不变,也许会增加,不变,不变,不变,不变
3/16/2024 8:11,3/16/2024 8:16,IP Address,60.161.59.151,100,296,TRUE,3/16/2024 8:16,R_6hJXk2QKmifK8Cv,,,,,34.7732,113.722,qr,ZH-T,80,女,51-55岁,,非常相信,每月一次,是,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变,不变
3/16/2024 6:31,3/16/2024 8:17,IP Address,60.161.59.151,100,6380,TRUE,3/16/2024 8:17,R_1rDMLEYUwy4XUXL,,,,,34.7732,113.722,qr,ZH-T,480,女,46-50岁,初中,非常相信,每天都有，甚至不止一次,,,,,不变,不变,不变,很有可能会增加,,一定会增加,一定会增加,不变,不变,不变,不变,不变,
3/10/2024 23:21,3/10/2024 23:26,IP Address,60.161.59.113,26,258,FALSE,3/17/2024 23:26,R_39nqXcKkHXYMVWD,,,,,,,qr,ZH-T,3,不愿透露,31-35岁,职业中专,非常相信,每天都有，甚至不止一次,,,,,,,,,,,,,,,,,
3/13/2024 12:28,3/13/2024 12:29,IP Address,35.76.244.111,30,11,FALSE,3/20/2024 12:29,R_4clYBdLlxlmZRgR,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 21:28,3/14/2024 21:28,IP Address,223.104.239.39,4,9,FALSE,3/21/2024 21:28,R_4i6b2vcSc74oJ8Z,,,,,,,qr,ZH-T,3393,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 21:24,3/14/2024 21:32,IP Address,119.62.124.157,65,437,FALSE,3/21/2024 21:32,R_4YGM1zF1lSzYJ69,,,,,,,qr,ZH-T,8965,男,26-30岁,初中,非常相信,每天都有，甚至不止一次,是,,,,,不变,不变,不变,不变,不变,不变,不变,不变,,,,
3/14/2024 21:34,3/14/2024 21:38,IP Address,60.161.59.151,74,240,FALSE,3/21/2024 21:38,R_78ONWGixuSLtPCV,,,,,,,qr,ZH-T,,女,51-55岁,小学,非常相信,每天都有，甚至不止一次,是,一定会增加,一定更多,一定会增加,一定会增加,一定会增加,,,,一定会增加,一定会增加,,,,,不变,一定会增加
3/14/2024 21:40,3/14/2024 21:43,IP Address,223.104.239.28,48,160,FALSE,3/21/2024 21:43,R_4jzbm9WBhPxM5Lr,,,,,,,qr,ZH-T,2224,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 21:49,3/14/2024 21:50,IP Address,39.144.146.101,30,62,FALSE,3/21/2024 21:50,R_432bVF6ctTBSaCx,,,,,,,qr,ZH-T,646,男,61-65岁,初中,非常相信,每天都有，甚至不止一次,是,,,,,,,,,,,,,,,,
3/14/2024 21:53,3/14/2024 21:53,IP Address,223.104.239.71,4,5,FALSE,3/21/2024 21:53,R_4Oo9ZOGtyGyXVxf,,,,,,,qr,ZH-T,5554,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 21:49,3/14/2024 21:56,IP Address,117.136.73.127,65,441,FALSE,3/21/2024 21:56,R_4PiqqRCzylYr0Hu,,,,,,,qr,ZH-T,7776,女,36-40岁,职业中专,非常相信,几个月1次,是,,,,,不变,一定会增加,,,,,一定会增加,一定会增加,不变,一定会增加,不变,一定会增加
3/14/2024 22:20,3/14/2024 22:22,IP Address,106.61.222.62,26,82,FALSE,3/21/2024 22:22,R_1HKIPLZPtfakz8B,,,,,,,qr,ZH-T,,女,56-60岁,高中,非常相信,,,,,,,,,,,,,,,,,,
3/14/2024 21:49,3/14/2024 22:27,IP Address,117.136.73.26,48,2262,FALSE,3/21/2024 22:27,R_4qx6VD0tCSpzPtS,,,,,,,qr,ZH-T,6484,男,41-45岁,初中,非常相信,每天都有，甚至不止一次,是,,,,,,,一定会降低,一定会降低,,一定会降低,,,,,,
3/14/2024 23:10,3/14/2024 23:10,IP Address,223.104.239.34,30,35,FALSE,3/21/2024 23:11,R_44jbtwDLQPnXHLP,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 23:17,3/14/2024 23:18,IP Address,39.144.146.96,17,44,FALSE,3/21/2024 23:18,R_4Ej178utOYA6STD,,,,,,,qr,ZH-T,,男,26-30岁,初中,,,,,,,,,,,,,,,,,,,
3/14/2024 23:18,3/14/2024 23:21,IP Address,223.104.239.1,30,218,FALSE,3/21/2024 23:21,R_4q8AdiQ1sxLvZ8V,,,,,,,qr,ZH-T,,男,36-40岁,初中,非常相信,每周一次,是,,,,,,,,,,,,,,,,
3/14/2024 23:25,3/14/2024 23:27,IP Address,60.161.59.151,17,83,FALSE,3/21/2024 23:27,R_7CDrH4D0auipEpi,,,,,,,qr,ZH-T,,女,51-55岁,初中,,,,,,,,,,,,,,,,,,,
3/14/2024 23:28,3/14/2024 23:28,IP Address,223.104.242.96,4,8,FALSE,3/21/2024 23:28,R_4IbKrOKwEHCABUv,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 23:36,3/14/2024 23:36,IP Address,60.161.59.151,4,12,FALSE,3/21/2024 23:36,R_1HLHecgKLAEPiW5,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 23:36,3/14/2024 23:39,IP Address,106.61.229.47,83,139,FALSE,3/21/2024 23:39,R_5BWrtbirCLlg39y,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 23:48,3/14/2024 23:48,IP Address,39.144.146.119,4,3,FALSE,3/21/2024 23:48,R_4ET2yV5XuEYvqO0,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 23:27,3/15/2024 0:11,IP Address,106.59.114.19,48,2684,FALSE,3/22/2024 0:11,R_4OpEbGwOPanxbi5,,,,,,,qr,ZH-T,,男,31-35岁,初中,非常相信,每天都有，甚至不止一次,是,,,,,,,不变,不变,,,,,,,不变,不变
3/15/2024 0:16,3/15/2024 0:17,IP Address,183.225.99.194,17,43,FALSE,3/22/2024 0:17,R_43TsGkDljHP2UQ9,,,,,,,qr,ZH-T,,男,31-35岁,初中,,,,,,,,,,,,,,,,,,,
3/14/2024 23:38,3/15/2024 0:24,IP Address,39.144.146.119,26,2796,FALSE,3/22/2024 0:24,R_4RamyaAbfJRmYDl,,,,,,,qr,ZH-T,,男,41-45岁,初中,非常相信,每天都有，甚至不止一次,,,,,,,,,,,,,,,,,
3/15/2024 0:27,3/15/2024 0:28,IP Address,223.104.242.115,17,28,FALSE,3/22/2024 0:28,R_41nHWpXy5O9kwoB,,,,,,,qr,ZH-T,1,女,36-40岁,高中,,,,,,,,,,,,,,,,,,,
3/15/2024 1:05,3/15/2024 1:05,IP Address,60.161.24.215,4,8,FALSE,3/22/2024 1:05,R_3QlcePE7NuCtRdf,,,,,,,qr,ZH-T,1,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 1:30,3/15/2024 1:30,IP Address,119.62.124.52,4,10,FALSE,3/22/2024 1:30,R_4PHy4Yu02ENiMPp,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 1:34,3/15/2024 1:34,IP Address,106.61.138.232,17,7,FALSE,3/22/2024 1:34,R_7DEnkDBFwMOQ1mF,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 2:01,3/15/2024 2:01,IP Address,223.104.242.75,4,3,FALSE,3/22/2024 2:01,R_431HhB6RKTqFw6G,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 2:02,3/15/2024 2:02,IP Address,183.225.109.154,30,14,FALSE,3/22/2024 2:02,R_4ypwSiqvZIArXHk,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 2:03,3/15/2024 2:05,IP Address,60.161.24.27,17,138,FALSE,3/22/2024 2:06,R_4Fmjn8uIwj8qTCx,,,,,,,qr,ZH-T,,男,31-35岁,职业中专,,,,,,,,,,,,,,,,,,,
3/15/2024 2:35,3/15/2024 2:35,IP Address,183.225.99.87,4,5,FALSE,3/22/2024 2:35,R_4GCwXUAoxO1fZ3L,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 2:36,3/15/2024 2:36,IP Address,183.225.99.100,17,26,FALSE,3/22/2024 2:36,R_4BmNQMYBFDwOF5y,,,,,,,qr,ZH-T,,男,46-50岁,小学,,,,,,,,,,,,,,,,,,,
3/15/2024 2:42,3/15/2024 2:43,IP Address,183.225.99.197,4,17,FALSE,3/22/2024 2:43,R_4hztp94QQgIdFXX,,,,,,,qr,ZH-T,2165,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 3:40,3/15/2024 3:40,IP Address,223.104.242.102,4,3,FALSE,3/22/2024 3:40,R_4DMaBzcWSpp5oXs,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 3:58,3/15/2024 4:03,IP Address,39.144.146.106,57,255,FALSE,3/22/2024 4:03,R_4g0ZfoqdC5gVj0S,,,,,,,qr,ZH-T,,男,41-45岁,小学,非常相信,每周一次,否,不变,不变,不变,不变,,,,,,,,,不变,不变,,
3/15/2024 4:21,3/15/2024 4:24,IP Address,223.104.242.116,48,203,FALSE,3/22/2024 4:24,R_4VuLBbPWO7KiYUh,,,,,,,qr,ZH-T,,不愿透露,36-40岁,初中,半信半疑,每天都有，甚至不止一次,是,也许会增加,不变,,,,,,,,,不变,也许会增加,,,,
3/15/2024 4:53,3/15/2024 4:57,IP Address,223.104.242.97,48,195,FALSE,3/22/2024 4:57,R_4xcj0V9ofpmuk0x,,,,,,,qr,ZH-T,,男,51-55岁,高中,非常相信,每天都有，甚至不止一次,是,,,,,,,,,,,,,,,,
3/15/2024 5:02,3/15/2024 5:03,IP Address,220.197.226.88,30,42,FALSE,3/22/2024 5:03,R_4YrJLrtNrNqLwE9,,,,,,,qr,ZH-T,1911,男,31-35岁,高中,非常相信,每周一次,是,,,,,,,,,,,,,,,,
3/15/2024 5:38,3/15/2024 5:39,IP Address,220.197.236.120,30,20,FALSE,3/22/2024 5:39,R_4AKH0jD8rgLRC27,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/14/2024 23:19,3/15/2024 5:42,IP Address,223.104.242.100,48,22981,FALSE,3/22/2024 5:42,R_4y9GBVQDlGXaC0T,,,,,,,qr,ZH-T,,男,26-30岁,初中,,,,,,,,,,,,,,,,,,,
3/14/2024 23:20,3/15/2024 9:59,IP Address,223.104.242.67,39,38310,FALSE,3/22/2024 9:59,R_43vXsOUF22VVbjP,,,,,,,qr,ZH-T,,男,51-55岁,初中,非常相信,每周一次,是,,,,,,,很有可能会增加,一定会增加,,,,,,,,
3/15/2024 16:08,3/15/2024 16:09,IP Address,223.104.242.99,4,52,FALSE,3/22/2024 16:09,R_4cqrA1aU1WAKGrx,,,,,,,qr,ZH-T,,男,26-30岁,职业中专,,,,,,,,,,,,,,,,,,,
3/15/2024 20:09,3/15/2024 21:34,IP Address,42.243.128.87,30,5147,FALSE,3/22/2024 21:34,R_4VPxHEKkXgjARQ8,,,,,,,qr,ZH-T,,男,31-35岁,初中,非常相信,每天都有，甚至不止一次,,,,,,也许会降低,,,,,,,,,,,
3/17/2024 3:13,3/17/2024 3:13,IP Address,183.225.99.133,4,7,FALSE,3/24/2024 3:13,R_4ruEM4VgTvCgC10,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
3/15/2024 1:09,3/17/2024 8:14,IP Address,60.161.35.162,26,198324,FALSE,3/24/2024 8:14,R_4SgrEwfEcRkCac1,,,,,,,qr,ZH-T,,男,51-55岁,初中,非常相信,每天都有，甚至不止一次,,,,,,,,,,,,,,,,,
3/23/2024 9:45,3/23/2024 18:12,IP Address,35.76.244.111,30,30394,FALSE,3/30/2024 18:12,R_4JElJzwC5AQYlDA,,,,,,,qr,ZH-T,,,,,,,,,,,,,,,,,,,,,,,
4/1/2024 22:23,4/1/2024 22:24,IP Address,183.225.99.184,30,45,FALSE,4/8/2024 22:24,R_4lPSQkbruBFbZzk,,,,,,,qr,ZH-T,2224,,,,,,,,,,,,,,,,,,,,,,
